,user_id,age,education_level,children,professional_interests,last_job,gender,country,self_initiative,flexibility,leadership,communication,creativity,customer_orientation,organization,problem_solving,resilience,goal_orientation,job_recommendations,job_ratings,created
377,11264,39.0,Bachelor oder vergleichbar,zwei Kinder,"[""Gesundheit, Soziales, Lehre und Erziehung""]",Lehrassistent Grundschule/Lehrassistentin Grundschule,f,andere,72,67,44,72,56,72,50,56,61,39,"http://data.europa.eu/esco/occupation/6ce86c90-36cc-43ef-a1e0-885d8151f976,http://data.europa.eu/esco/occupation/8b8ae0a5-342c-43ae-b856-e1fea6fd6d1c,http://data.europa.eu/esco/occupation/a6af318e-8a3a-4266-a1ef-cf7afe588201,http://data.europa.eu/esco/occupation/abae06d8-525f-4a2d-8bbd-67b559aad8f2,http://data.europa.eu/esco/occupation/1e331638-3f66-4641-9c49-56a94235f94c","-1,-1,-1,-1,-1",2024-02-29 12:50:31
378,11265,39.0,Master/Diplom oder vergleichbar,drei Kinder,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus""]",Vertriebsleiter für pharmazeutische Produkte/Vertriebsleiterin für pharmazeutische Produkte,m,andere,83,78,94,72,78,89,94,89,83,72,"http://data.europa.eu/esco/occupation/56bff5e1-3c76-4f45-b50e-e3a59bf1053e,http://data.europa.eu/esco/occupation/cf7b89d0-1cf9-4567-a8bf-9d6905a2b31b,http://data.europa.eu/esco/occupation/0a5001af-ce4b-4787-92e8-62af70089e53,http://data.europa.eu/esco/occupation/16d7bae5-503e-4e19-bc8b-619c9bcf5c4f,http://data.europa.eu/esco/occupation/a9411821-4f54-406e-ba37-4c6e5a39f9fe","0,0,0,0,0",2024-02-29 14:05:05
379,11267,50.0,(Werk-)Realschulabschluss oder vergleichbar,keine,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus""]",Manager des Veranstaltungsortes/Managerin des Veranstaltungsortes,f,de,100,83,100,72,89,94,100,78,83,89,"http://data.europa.eu/esco/occupation/31db6bd9-ee84-4a57-ac9e-87e243ba1c69,http://data.europa.eu/esco/occupation/0af6fc82-8e5e-46c6-a4ca-a672ecf7704c,http://data.europa.eu/esco/occupation/29df0797-c66d-4e54-a5e1-45b18cecf052,http://data.europa.eu/esco/occupation/2b48a4cd-2333-4abf-ac3e-6f63d6ed3663,http://data.europa.eu/esco/occupation/c784c2db-e636-429f-8492-3191790a58d7","-1,-1,-1,-1,-1",2024-02-29 16:15:25
380,11268,49.0,(Fach-)Abitur oder vergleichbar,keine,"[""Verkehr, Logistik, Schutz und Sicherheit""]",Sachbearbeiterin bei der Spedition,f,andere,100,100,94,89,100,67,100,100,67,100,,,2024-02-29 16:58:32
381,11269,57.0,Abgeschlossene Ausbildung,keine,"[""Gesundheit, Soziales, Lehre und Erziehung""]",Kinderbetreuer/Kinderbetreuerin,,de,83,83,83,72,83,67,83,67,67,78,"http://data.europa.eu/esco/occupation/d6d1af75-7811-4914-b16f-50441bcb0e74,http://data.europa.eu/esco/occupation/262d4e45-0cf7-4399-be6f-3d5e96826ef2,http://data.europa.eu/esco/occupation/657eeac9-5bb9-449d-a353-aa7d5f47e2b5,http://data.europa.eu/esco/occupation/6662e56e-bc3d-4d9b-bed2-79d510d7c4ff,http://data.europa.eu/esco/occupation/373db468-bd25-4b67-a6e0-4ac79d9a9e85","-1,-1,-1,-1,-1",2024-02-29 17:50:47
382,11271,47.0,Master/Diplom oder vergleichbar,zwei Kinder,"[""Rohstoffgewinnung, Produktion und Fertigung"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung"",""Gesundheit, Soziales, Lehre und Erziehung"",""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Land-, Forst- und Tierwirtschaft und Gartenbau""]",Führungskraft im Personalwesen,f,andere,78,67,67,72,89,72,83,56,39,78,"http://data.europa.eu/esco/occupation/a79d9e58-36be-4e67-a4db-ea6c8ff445fc,http://data.europa.eu/esco/occupation/9c9752b7-3e3b-4a08-8553-b63a013f8072,http://data.europa.eu/esco/occupation/1d6fbb43-f4c7-4839-8099-55eae5d424a5,http://data.europa.eu/esco/occupation/73856e9e-eca2-44c2-bb3c-aaedf4b25979,http://data.europa.eu/esco/occupation/b1ab3572-fa2f-4624-8eac-3c3d986d237b","0,0,0,0,0",2024-02-29 19:24:36
383,11272,41.0,Abgeschlossene Ausbildung,mehr als drei Kinder,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus""]",Verkäuferin ,f,de,83,89,94,89,89,94,83,72,72,72,,,2024-02-29 21:43:22
384,11273,36.0,Abgeschlossene Ausbildung,keine,"[""Naturwissenschaft, Geografie und Informatik""]",,m,de,78,94,78,83,83,83,83,94,78,83,"http://data.europa.eu/esco/occupation/e666c384-2a14-4cd9-981f-7067dc0bb9a9,http://data.europa.eu/esco/occupation/53c0086b-9b54-4c29-8bba-69ce8256cb91,http://data.europa.eu/esco/occupation/78faf623-2543-43a5-acb2-3c43a22d36e4,http://data.europa.eu/esco/occupation/96be6ac3-5932-4bfc-933d-84b267d0d486,http://data.europa.eu/esco/occupation/ce594060-b05a-45d8-ac41-1cf3bb980085","0,-1,1,-1,-1",2024-02-29 22:26:13
385,11274,31.0,Abgeschlossene Ausbildung,keine,"[""Naturwissenschaft, Geografie und Informatik"",""Gesundheit, Soziales, Lehre und Erziehung"",""Land-, Forst- und Tierwirtschaft und Gartenbau""]",Abfallbeauftragter/Abfallbeauftragte,m,andere,78,83,67,89,94,72,72,78,72,89,"http://data.europa.eu/esco/occupation/f8f34041-3640-41a9-852e-c5a7574de780,http://data.europa.eu/esco/occupation/056f1849-7ff8-4d6f-9b8a-176a610bba44,http://data.europa.eu/esco/occupation/8bd74371-1818-47d5-a253-d703c51c5f26","0,0,0",2024-03-01 01:25:48
386,11275,54.0,Master/Diplom oder vergleichbar,ein Kind,"[""Rohstoffgewinnung, Produktion und Fertigung"",""Bau, Architektur, Vermessung und Gebäudetechnik""]",Möbeldesigner/Möbeldesignerin,f,andere,78,78,94,83,89,78,72,28,50,28,"http://data.europa.eu/esco/occupation/67d8c64f-e0d9-4e0b-be8b-510f9e20e698,http://data.europa.eu/esco/occupation/6e298596-882b-4687-a0cf-3eb37f8fd328,http://data.europa.eu/esco/occupation/a1b32703-a2e5-4e0a-910f-7cdd0293b52d,http://data.europa.eu/esco/occupation/2ddde737-28f3-444d-b1f8-ef12cc2df3c7,http://data.europa.eu/esco/occupation/3b755cda-c4b0-4fa1-8621-372f28ccc2e9","0,0,0,0,0",2024-03-01 09:55:44
387,11276,27.0,Bachelor oder vergleichbar,keine,"[""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur""]",,m,andere,72,61,89,78,83,89,94,28,39,61,"http://data.europa.eu/esco/occupation/86e8e172-234d-4e85-b9ae-6a4aecc2c321,http://data.europa.eu/esco/occupation/a14e96a7-6c4d-4d69-8c6f-7ccadf77bac5,http://data.europa.eu/esco/occupation/53ed8787-3423-4843-8c63-7be1877d29e2,http://data.europa.eu/esco/occupation/87e40e79-16fb-4391-9dcb-c15f40e026c1,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432","0,0,0,0,0",2024-03-01 14:44:07
388,11277,24.0,Bachelor oder vergleichbar,keine,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung""]",Ertragsmanager/Ertragsmanagerin,m,,89,78,83,83,67,89,89,61,56,72,"http://data.europa.eu/esco/occupation/69e4e877-9d7a-4df0-973b-34defd318e26,http://data.europa.eu/esco/occupation/97d65832-3817-4ded-946b-cfc4a0237b9a,http://data.europa.eu/esco/occupation/9a26d76b-b9e3-46ae-ab4b-057a1262138b,http://data.europa.eu/esco/occupation/725090a7-9943-4dae-8079-a6999d21ddba,http://data.europa.eu/esco/occupation/146f2c99-3f8b-4856-95ba-3ecfea681809","0,0,0,0,0",2024-03-01 15:00:21
389,11278,33.0,(Fach-)Abitur oder vergleichbar,zwei Kinder,"[""Verkehr, Logistik, Schutz und Sicherheit"",""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung""]",Personalsachbearbeiter/Personalsachbearbeiterin,m,de,78,78,83,72,83,78,83,61,67,78,,,2024-03-01 15:03:35
390,11279,33.0,Abgeschlossene Ausbildung,keine,"[""Gesundheit, Soziales, Lehre und Erziehung"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung"",""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur"",""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Naturwissenschaft, Geografie und Informatik"",""Bau, Architektur, Vermessung und Gebäudetechnik"",""Land-, Forst- und Tierwirtschaft und Gartenbau""]",Postbote/Postbotin,f,de,28,56,28,72,56,50,28,78,44,56,"http://data.europa.eu/esco/occupation/b3ce981c-5b32-4de2-8e53-502a6357b2bc,http://data.europa.eu/esco/occupation/bb609566-3ab6-44dd-8f48-cf0b15b96827,http://data.europa.eu/esco/occupation/ad8ab454-b506-46a5-afd3-66bbffd54115,http://data.europa.eu/esco/occupation/77abfaec-a250-4765-95fa-6091e8da1bba,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30","-1,-1,-1,0,-1",2024-03-01 16:25:01
391,11280,42.0,Bachelor oder vergleichbar,keine,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Verkehr, Logistik, Schutz und Sicherheit""]",Empfangssekretär/Empfangssekretärin,f,andere,83,83,83,72,83,72,94,94,89,78,"http://data.europa.eu/esco/occupation/78faf623-2543-43a5-acb2-3c43a22d36e4,http://data.europa.eu/esco/occupation/e666c384-2a14-4cd9-981f-7067dc0bb9a9,http://data.europa.eu/esco/occupation/99b096eb-a628-4e69-a79b-0563f2ed1b93,http://data.europa.eu/esco/occupation/53c0086b-9b54-4c29-8bba-69ce8256cb91,http://data.europa.eu/esco/occupation/143e49fc-832f-477c-8cac-8eabe6fd7bc2","-1,-1,-1,-1,-1",2024-03-01 17:19:20
392,11282,35.0,Volks-/Hauptschulabschluss oder vergleichbar,keine,"[""Gesundheit, Soziales, Lehre und Erziehung""]",Sicherheitskraft,f,de,83,83,78,61,78,83,89,78,56,72,,,2024-03-01 22:39:26
393,11283,31.0,Abgeschlossene Ausbildung,keine,"[""Naturwissenschaft, Geografie und Informatik""]",Präzisionsinstrumentenprüfer/Präzisionsinstrumentenprüferin,m,andere,89,56,67,61,67,61,67,61,94,44,"http://data.europa.eu/esco/occupation/06bd6285-13ed-4ea7-90cc-e9638a0600a9,http://data.europa.eu/esco/occupation/1a953e5a-f53f-461d-818b-6b2e655a751f,http://data.europa.eu/esco/occupation/884beda8-d242-4fc3-a097-dc11098a7c3d,http://data.europa.eu/esco/occupation/364e61ab-1631-4fe1-a170-e88797aad6f9,http://data.europa.eu/esco/occupation/e0c5e005-6303-4d5a-9125-a7f86ed1c4df","0,0,0,0,1",2024-03-01 13:58:15
394,11284,36.0,Volks-/Hauptschulabschluss oder vergleichbar,drei Kinder,"[""Gesundheit, Soziales, Lehre und Erziehung"",""Verkehr, Logistik, Schutz und Sicherheit"",""Land-, Forst- und Tierwirtschaft und Gartenbau""]",Fachverkäufer für Fleisch- und Wurstwaren/Fachverkäuferin für Fleisch- und Wurstwaren,f,de,56,61,50,39,61,39,50,50,33,33,"http://data.europa.eu/esco/occupation/094b9f9b-7e89-4f34-adbb-fbaf7246f7a4,http://data.europa.eu/esco/occupation/ffa4dd5d-702b-4828-ad85-17ec50db6656,http://data.europa.eu/esco/occupation/59bbece0-d1dc-4f4a-845e-1523f68afb2d,http://data.europa.eu/esco/occupation/7d599049-d15a-4fda-afe9-b334b0614ec7,http://data.europa.eu/esco/occupation/d97fd1e8-4c61-459b-82cd-1bd0e792c568","-1,-1,-1,-1,-1",2024-03-02 08:12:04
395,11285,50.0,(Werk-)Realschulabschluss oder vergleichbar,keine,"[""Naturwissenschaft, Geografie und Informatik""]",,m,de,83,83,83,83,83,83,83,83,67,83,"http://data.europa.eu/esco/occupation/96be6ac3-5932-4bfc-933d-84b267d0d486,http://data.europa.eu/esco/occupation/2b48a4cd-2333-4abf-ac3e-6f63d6ed3663,http://data.europa.eu/esco/occupation/a6517365-211c-456d-aca4-1a0115c7b1e1,http://data.europa.eu/esco/occupation/a580e79a-b752-49c1-b033-b5ab2b34bfba,http://data.europa.eu/esco/occupation/78faf623-2543-43a5-acb2-3c43a22d36e4","1,-1,0,-1,0",2024-03-03 01:43:35
396,11286,56.0,Abgeschlossene Ausbildung,keine,"[""Gesundheit, Soziales, Lehre und Erziehung"",""Naturwissenschaft, Geografie und Informatik"",""Land-, Forst- und Tierwirtschaft und Gartenbau"",""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus""]",Betreuungsassistentin,f,de,39,44,61,83,72,89,72,72,61,56,"http://data.europa.eu/esco/occupation/11b6390b-1e48-4903-a5df-d3e04b451a19,http://data.europa.eu/esco/occupation/55167849-82cf-484e-b818-fa702a4e69e9,http://data.europa.eu/esco/occupation/aecb033a-2be8-459c-bbdc-87bbae922894,http://data.europa.eu/esco/occupation/3dbd758c-6dc0-41fe-8248-2250c9bfa4ab,http://data.europa.eu/esco/occupation/789517fb-95ee-43d1-9530-c2860be1a439","-1,0,0,0,0",2024-03-03 10:50:29
397,11287,37.0,Abgeschlossene Ausbildung,zwei Kinder,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung"",""Gesundheit, Soziales, Lehre und Erziehung""]",Projekteinkäuferin,f,de,50,44,61,89,78,78,67,78,67,44,"http://data.europa.eu/esco/occupation/4a5b3686-eea4-4ba0-b446-33f7b6a95aed,http://data.europa.eu/esco/occupation/11b6390b-1e48-4903-a5df-d3e04b451a19,http://data.europa.eu/esco/occupation/c8fa93eb-7c2c-42c3-b135-c2e825a6615e,http://data.europa.eu/esco/occupation/f3d8bc61-f812-4106-afd2-a356e4c11fce,http://data.europa.eu/esco/occupation/59883630-45f9-40e7-9732-9e5ff9758d2b","-1,-1,-1,-1,-1",2024-03-03 19:58:03
398,11288,44.0,(Werk-)Realschulabschluss oder vergleichbar,keine,"[""Naturwissenschaft, Geografie und Informatik"",""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur""]",Verkäufer/Verkäuferin,f,de,89,78,94,83,94,94,94,72,56,94,"http://data.europa.eu/esco/occupation/96be6ac3-5932-4bfc-933d-84b267d0d486,http://data.europa.eu/esco/occupation/1092dd4c-b96b-4b3f-87fe-4a9e8d1937fb,http://data.europa.eu/esco/occupation/2b48a4cd-2333-4abf-ac3e-6f63d6ed3663,http://data.europa.eu/esco/occupation/812276dd-95ea-428b-b05e-a61c4089063c,http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4","-1,-1,-1,-1,-1",2024-03-03 23:21:50
399,11289,32.0,Master/Diplom oder vergleichbar,ein Kind,"[""Rohstoffgewinnung, Produktion und Fertigung"",""Verkehr, Logistik, Schutz und Sicherheit""]",,f,andere,72,61,61,61,39,67,39,39,56,50,http://data.europa.eu/esco/occupation/1de91afd-9da2-47ab-a7e7-19bf931709a4,-1,2024-03-04 13:42:19
400,11290,42.0,Abgeschlossene Ausbildung,zwei Kinder,"[""Gesundheit, Soziales, Lehre und Erziehung""]",,f,de,39,50,50,22,89,17,17,56,33,6,"http://data.europa.eu/esco/occupation/fb6df00f-4810-442b-8f93-89b9580c7c9f,http://data.europa.eu/esco/occupation/b567a979-c556-49fa-8b36-8af6cfe97624,http://data.europa.eu/esco/occupation/59bbece0-d1dc-4f4a-845e-1523f68afb2d,http://data.europa.eu/esco/occupation/79f435d0-9bc6-4d25-a26a-acbe16569ebb,http://data.europa.eu/esco/occupation/ad8ab454-b506-46a5-afd3-66bbffd54115","-1,-1,-1,-1,-1",2024-03-04 09:12:35
401,11291,0.0,Volks-/Hauptschulabschluss oder vergleichbar,zwei Kinder,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus""]",Personalsachbearbeiter/Personalsachbearbeiterin,f,de,61,78,72,72,78,78,83,83,83,78,"http://data.europa.eu/esco/occupation/2662ed6c-a705-4895-8e9d-0a85c08ad908,http://data.europa.eu/esco/occupation/e40e4a07-4246-4c6f-a51c-89d35b6fe75e,http://data.europa.eu/esco/occupation/394bdd9b-3ee8-43a9-b943-442ce146bb21,http://data.europa.eu/esco/occupation/7324e9f5-0f94-497e-af2f-42142e939a94,http://data.europa.eu/esco/occupation/8f592e05-8035-4646-b33e-a4ea2c2314e3","0,0,0,0,0",2024-03-04 09:28:42
402,11292,22.0,Abgeschlossene Ausbildung,keine,"[""Land-, Forst- und Tierwirtschaft und Gartenbau"",""Rohstoffgewinnung, Produktion und Fertigung"",""Bau, Architektur, Vermessung und Gebäudetechnik"",""Militär"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung"",""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Naturwissenschaft, Geografie und Informatik"",""Verkehr, Logistik, Schutz und Sicherheit"",""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur""]",Zimmerer/Zimmerin,m,de,89,78,94,89,83,83,94,89,72,67,"http://data.europa.eu/esco/occupation/56bff5e1-3c76-4f45-b50e-e3a59bf1053e,http://data.europa.eu/esco/occupation/a580e79a-b752-49c1-b033-b5ab2b34bfba,http://data.europa.eu/esco/occupation/6ba25e0f-7fb8-4879-a1f9-d4f8945966be,http://data.europa.eu/esco/occupation/a6517365-211c-456d-aca4-1a0115c7b1e1,http://data.europa.eu/esco/occupation/0f7c84c5-1c0d-4fc1-8949-07dbe8bd34ef","1,1,1,1,1",2024-03-04 10:06:03
403,11293,50.0,Bachelor oder vergleichbar,zwei Kinder,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Gesundheit, Soziales, Lehre und Erziehung"",""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur""]",Personalsachbearbeiter/Personalsachbearbeiterin,f,de,39,17,22,61,67,83,89,44,33,72,"http://data.europa.eu/esco/occupation/7a6ca615-a2bc-499d-8288-d186ce2594ea,http://data.europa.eu/esco/occupation/24413f38-e457-4de1-bba0-5a02b7282e2c,http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7,http://data.europa.eu/esco/occupation/b10dc548-10e1-4447-8406-5101ff170bbf,http://data.europa.eu/esco/occupation/7309ab2d-e2ba-4ccb-b658-6b0a8bd8c4eb","0,0,0,0,0",2024-03-04 10:25:33
404,11294,30.0,Volks-/Hauptschulabschluss oder vergleichbar,keine,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Gesundheit, Soziales, Lehre und Erziehung""]",Verkäufer/Verkäuferin,m,de,89,83,56,94,83,100,94,83,83,94,"http://data.europa.eu/esco/occupation/ed976196-3d5d-4121-9367-e1022af603fa,http://data.europa.eu/esco/occupation/24e9f120-eae8-411a-8daf-c48e8ae2f5f6,http://data.europa.eu/esco/occupation/b06a1dde-e5a1-4219-9491-2bedd0282e4b,http://data.europa.eu/esco/occupation/49713da4-4e97-4f82-bd1c-16ce7f9179b7,http://data.europa.eu/esco/occupation/cbde1a3a-406d-4d17-b30b-03981925035d","-1,-1,-1,-1,1",2024-03-04 10:30:54
405,11295,20.0,(Werk-)Realschulabschluss oder vergleichbar,ein Kind,"[""Verkehr, Logistik, Schutz und Sicherheit""]",Flugsicherungstechniker/Flugsicherungstechnikerin,m,andere,61,72,72,50,78,67,83,83,56,56,"http://data.europa.eu/esco/occupation/c22724a3-079c-4897-bd92-d99e068b6ffc,http://data.europa.eu/esco/occupation/939e05ea-2589-4e3c-a501-eea2bdd6864a,http://data.europa.eu/esco/occupation/7bcafcd7-3f35-4a72-849c-c92b334927fd,http://data.europa.eu/esco/occupation/6e18b923-7c5f-42d7-8ff0-de8d8ba30dbf,http://data.europa.eu/esco/occupation/49f1e9aa-189b-4417-afaa-373cc4ffeea1","1,1,-1,-1,-1",2024-03-04 10:34:41
406,11297,24.0,(Fach-)Abitur oder vergleichbar,zwei Kinder,"[""Gesundheit, Soziales, Lehre und Erziehung"",""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur""]",Asphaltlabortechniker/Asphaltlabortechnikerin,m,de,61,67,50,56,72,78,67,72,67,78,"http://data.europa.eu/esco/occupation/aaa485d0-6787-45c0-8596-b266c0b687fd,http://data.europa.eu/esco/occupation/375a4d32-0950-45db-9d85-3fc2a86f1d85,http://data.europa.eu/esco/occupation/068c2787-58ff-468e-bbb6-c4e5dd6ee482,http://data.europa.eu/esco/occupation/34c57104-ff9b-4003-809e-56eece3cb4d5,http://data.europa.eu/esco/occupation/fd1c0f5a-f465-4067-af54-621e68c90f74","1,-1,1,1,1",2024-03-04 11:13:41
407,11300,32.0,Volks-/Hauptschulabschluss oder vergleichbar,ein Kind,"[""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur""]",Lehrkraft für Darstellende Kunst im Bereich Theater,f,andere,78,72,56,67,72,78,61,83,44,72,"http://data.europa.eu/esco/occupation/1e9e18cb-80b6-4598-acdb-ae3b51047720,http://data.europa.eu/esco/occupation/5df63943-f1bc-4438-90f1-92768a7a23c8,http://data.europa.eu/esco/occupation/9c9752b7-3e3b-4a08-8553-b63a013f8072","0,0,0",2024-03-04 11:54:47
408,11302,30.0,Master/Diplom oder vergleichbar,keine,"[""Gesundheit, Soziales, Lehre und Erziehung"",""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur""]",Wissenschaftlicher Mitarbeiter/Wissenschaftliche Mitarbeiterin,f,de,72,56,89,72,89,67,72,56,44,72,"http://data.europa.eu/esco/occupation/d3fd0898-51f7-42a3-8f44-09408fc796f6,http://data.europa.eu/esco/occupation/a79d9e58-36be-4e67-a4db-ea6c8ff445fc,http://data.europa.eu/esco/occupation/6581aa0d-c807-4091-84cc-bc041f962ab1,http://data.europa.eu/esco/occupation/1e55f5e3-2f02-434b-997b-9a9f3eb745e8,http://data.europa.eu/esco/occupation/234be692-befb-41df-bdf0-e1b2f4eaf5e7","0,0,0,0,0",2024-03-04 12:30:35
409,11303,36.0,Master/Diplom oder vergleichbar,ein Kind,"[""Land-, Forst- und Tierwirtschaft und Gartenbau"",""Naturwissenschaft, Geografie und Informatik"",""Verkehr, Logistik, Schutz und Sicherheit"",""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Gesundheit, Soziales, Lehre und Erziehung""]",Public-Relations-Fachkraft,m,de,83,67,78,56,67,89,89,67,39,61,"http://data.europa.eu/esco/occupation/e575efca-c3e4-43fe-8c46-327d310f795e,http://data.europa.eu/esco/occupation/562dd713-5745-4457-929e-5b909da084ca,http://data.europa.eu/esco/occupation/05ebeb56-6ceb-488d-ba91-ed15088efc8e,http://data.europa.eu/esco/occupation/71e4891f-48a6-435f-8897-208969fb4e44,http://data.europa.eu/esco/occupation/2a226be5-6157-49e9-bd4b-e3b46d55c082","1,0,-1,-1,0",2024-03-04 13:18:15
410,11304,35.0,(Fach-)Abitur oder vergleichbar,zwei Kinder,"[""Land-, Forst- und Tierwirtschaft und Gartenbau""]",Projektmanager/Projektmanagerin,f,de,78,67,78,83,94,83,78,83,94,83,"http://data.europa.eu/esco/occupation/de99886e-59e3-432d-ba53-9652dbe378d6,http://data.europa.eu/esco/occupation/e96cec32-9960-4496-a790-a9d2254906fc,http://data.europa.eu/esco/occupation/080bce18-066b-4431-90ed-e07608f73fe0,http://data.europa.eu/esco/occupation/99b096eb-a628-4e69-a79b-0563f2ed1b93","1,-1,-1,-1",2024-03-04 13:27:09
411,11305,540.0,Volks-/Hauptschulabschluss oder vergleichbar,ein Kind,"[""Gesundheit, Soziales, Lehre und Erziehung""]",Lehrassistent Grundschule/Lehrassistentin Grundschule,f,andere,89,83,78,94,78,78,89,89,83,83,"http://data.europa.eu/esco/occupation/04b52c04-0620-4558-8f89-e252de2963ff,http://data.europa.eu/esco/occupation/a580e79a-b752-49c1-b033-b5ab2b34bfba,http://data.europa.eu/esco/occupation/47ae3ed9-e03c-450e-9ea8-aab317545adc,http://data.europa.eu/esco/occupation/217e7ae2-605d-4225-afd2-6319c2408116,http://data.europa.eu/esco/occupation/c7f5cab7-7cfb-47d7-890c-6b9c00a9eaaf","0,0,0,0,0",2024-03-04 14:03:43
412,11306,30.0,Master/Diplom oder vergleichbar,keine,"[""Gesundheit, Soziales, Lehre und Erziehung"",""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur""]",Wissenschaftlicher Mitarbeiter/Wissenschaftliche Mitarbeiterin,f,de,56,78,72,72,56,89,89,83,94,61,"http://data.europa.eu/esco/occupation/264b00c9-84d0-4dc9-b590-aed2cea2b904,http://data.europa.eu/esco/occupation/a2ff6cc3-15fa-4f02-a457-8fd5df7aa29e,http://data.europa.eu/esco/occupation/e8bbc7fd-cfa2-406f-a664-57e5024cfbc5,http://data.europa.eu/esco/occupation/aeb7c6bd-22c9-43c2-8551-a1cc2560584f,http://data.europa.eu/esco/occupation/76a1a76c-b014-4600-8901-56cb936de7ed","-1,-1,-1,-1,-1",2024-03-04 15:42:39
413,11308,44.0,(Werk-)Realschulabschluss oder vergleichbar,keine,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus""]",Küchenhilfe,f,de,22,33,33,22,61,22,44,56,61,22,"http://data.europa.eu/esco/occupation/79f435d0-9bc6-4d25-a26a-acbe16569ebb,http://data.europa.eu/esco/occupation/8234eee9-1647-460d-8d62-7fe02cb884b0,http://data.europa.eu/esco/occupation/cbad55a4-c7cf-4ab6-9540-eac72b26729b,http://data.europa.eu/esco/occupation/51c7015c-dc81-4fcb-b15f-619a4656a9fe,http://data.europa.eu/esco/occupation/2a22ff9e-de3b-408d-b312-5034896cc4f4","-1,-1,-1,-1,-1",2024-03-04 16:36:31
414,11311,37.0,Bachelor oder vergleichbar,keine,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Gesundheit, Soziales, Lehre und Erziehung"",""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur""]",Projektmanager/Projektmanagerin,f,de,89,72,78,61,72,94,72,72,44,72,"http://data.europa.eu/esco/occupation/36494988-69d2-4420-9db4-eb56605ac983,http://data.europa.eu/esco/occupation/234be692-befb-41df-bdf0-e1b2f4eaf5e7,http://data.europa.eu/esco/occupation/be235deb-6181-43ca-8127-7010a689643a,http://data.europa.eu/esco/occupation/5d601b40-7e0e-404e-bbff-bb98e147437c,http://data.europa.eu/esco/occupation/976c7f50-7f9e-4347-bbb9-f0dc842046a3","0,0,0,0,1",2024-03-04 18:13:33
415,11312,36.0,Bachelor oder vergleichbar,ein Kind,"[""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung""]",Qualitätsprüfer/Qualitätsprüferin,f,andere,39,83,83,78,72,83,50,78,39,56,,,2024-03-04 19:40:21
